id,document,label
9418335,이런 쓰레기같은 영화 평점이 왤케 높지?? 어이없네,0
2880222,흠... 별루,0
6743493,ㅄ같은영화,0
9719833,드라마 스페셜 같은 느낌. 그리고 나로써는 도저히 여자의 동참이 전혀 이해가 안간다.,0
6654799,솔직히 진짜별로......근데 콜린퍼스가 멋있어서 참고 2편까지봄,0
9740666,"하....정말....내가살다살다 이런 하., 평점 처음남겨보는데 CG가 내가 본 재난영화중 역대급이네",0
3123735,별로,0
10250443,보는 내내 어리둥절; 왕따는 안나가 아니라 관람객이었다.,0
6839423,인혜엄마와 현태는 그렇게 못찾는걸 지은인 쉽게 찾는다. 그리고 지은인 무슨 자격으로 현태를 만나지 말라고 협박을 하는지 기본 매너 상식이 없네요 있는 사람은 그런거 없어도 되는건지,0
7682699,"새로운 연출의 시도는 좋았으나 일단 영화의 호흡이 길고, 이기적인 주인공 덕분에 전혀 공감도 안되고 남편이 불쌍했다. 두 사람이 어떻게 사랑에 빠졌는지 설명도 부족하고 전개가 갑작스럽다. 또 주인공 외 이야기들이 조각처럼 따로 흘러가는 것 같았다",0
4584565,"""이거 평점이 극악이네여!~심형래감독님과비유되는게....^-^""""참~~서세원이지!!""",0
8275837,덴젤 워싱턴 이름값 못한 영화,0
9125374,구혜선만이 만들 수 있는 영화,0
3213129,스토리가 너무..... 뒤죽박죽인듯한 느낌..집중이 안되네요,0
9311660,손꼽을정도로 재미없어서 빨리 포기한 작품,0
8605101,ㅋㅋㅋ 진짜 쓰레기네 ㅋ,0
6810009,역대 막장극보다 그 정도가 심하긴 하지만 주말에 하는 다섯손가락 보단 덜 한듯. 막장 극도 신기생뎐 처럼 풀어나가면 되는걸 점점 치졸하고 억지에 유치스럽게 질질끈다 10시 드라마 작가와 7시드라마 작가는 그냥 메이저 마이너리그 차이인듯 급이 확실히 다,0
2484554,한편의 잘만든 C급 포르노..,0
529705,일본사람 아니면 누구도 안볼 정크무비,0
1964698,쓰레기영화 찍는도중에 감독이 중국사람으로바꼇나ㅡㅡ,0
7749595,무슨 내용인지 도통 모르겠다... 쓸데없이 특별해 보이려는 시도에만 열중이었던 영화.,0
6310501,대가리에 피도안마른것들이 놀구들있네 그냥 이러구말지요. 유치빤스작렬..,0
8642578,이거6살이하 어린애들한테는 엄청먹힌영화인뎁쇼,0
8321934,감독이 촉나라 안티냐 유관장3형제는 조선족 50대아저씨 들이고 오나라는 카리스마 미끈외모 홍콩귀족이냐고..,0
7497159,평점너무높다,0
7282004,오호 서태지 콘서트,0
6897644,"2편부터 그랬지만.. 이젠 진짜 '완전히' 만화 수준.. 개그고 액션이고.. 날아다니고.. 1편이 젤 나았다. 조폭 스러웠고, 개그영화 였지만, 기본적인 수준은 지키고 있었고, 액션도 현실적일 려고 했었다. 2편부터 너무 심한 변형..",0
5455608,로버트 다우니 주니어의 연기에는 찬사를 보내지만 전기영화로써의 매력은 없다,0
78550,별룬데 머~,0
8640303,본래 쓰던 성우는 어디다 두고 별 시덥잖은 것들을 데려와서 애꾿은 애니를 망치는지 이해할 수 없다. 이것도 더빙이라고 한거? 본래 있던 성우 내놔. 내가 더빙해도 이것보단 낫겠다. 적어도 캐릭터 분석은 하고 할테니까. 1점이 아까움.,0
7963299,80년대 영화가 재개봉 한줄 알았음,0
6807213,중딩때 극장서 재밌게 봤는데 넘 예전이라 하나도 기억이 안나네,0
1981543,황비홍의 위신을 땅바닥으로 그냥 팍,0
9876849,마츠야마켄이치 김기리닮음,0
24807,정말 재미없는 영화 다시 보기 싫음,0
6302401,아무리 노력했어도 '차이나타운'을 대놓고 베낀 것은 용서가 안 됨.,0
8520122,참 .... 할말이 없다,0
5655573,가끔 놀라기도 했지만 이해 안가고 졸리기만 했다.,0
7928607,"잘 모르겠고,,, 재미 없다",0
5249432,1편은 준수했는데....,0
8946831,"결말 개 황당한건 둘째치고, 시종일관 역겹고 드러운영화.. 남자가 여자 오줌 마심 미친 ㅋㅋ",0
6523226,굿,0
10054907,"패러디의 한 수, 내일 봅시다",0
4978015,진짜 최악의 영화. 이런게 8점이라고...?,0
9598133,r개노잼살다살다이런영화처음봄,0
7625879,박성광 발음 너무 부정확하고 입애서 맴도는 웅얼거리는소리남. 신보라는 그냥 국어책읽는듯;;; 더빙 좀 제대로 하시던지 아니면 그냥 애니메이션에 손 떼세요,0
8646661,제점수는요 1점입니더,0
8656474,1편과 동일 감독의 작품이라는게 믿겨지지가 않는다...,0
8148716,보지마ㅡㅡ 그래픽을 초딩이 만들었음,0
8624722,빌게이츠도 보고 돈 아까워서 눈물 흘릴 영화!!,0
8453230,설정과 전반적인 스토리가 아까운 언젠가 손쉽게 잊혀지기 쉬울 안타까운 영화,0
2483515,망한 영화,0
4400610,티비 다큐로 다 보여준내용 그대로 재탕할까면 왜 영화를 만들었냐 -_-,0
6112717,이젠 애니메이션까지 짝퉁이냐,0
9354176,딱 대한민국 국방영화 수준에서 조금더 나은~ 좀 스팩타클하게 시나리오 연출 안되나?,0
9244854,영화본사람들을 아부하라.,0
7632074,원작붕괴;;;;,0
1747545,3류 스렉 에로물,0
10235588,사건 터지기 전까지는 정말 지루하다 내용도 없고 역겨운 장면도 나옴 미국 경찰들 진짜 대단하네 미국에 안 살아서 공감은 안되지만.. 결말 궁금해서 그냥 참고 봤음 멕시코 갱들 개무섭네,0
3201604,정말로 안타까운..,0
5813899,이게재밌다고?,0
9683313,지가 유일한 혈청인데 말안듣고 도망가는 이기적인냔의 생존일기,0
9928785,"시사회까지 가서 본 영화는 결국 무엇을 말하는가를 잊어버린 다큐였습니다. 간간히 나오는 애니메이션만 기억이 날 뿐, 난중일기를 읽었다면 안 봐도 되며, 만일 그것을 안봐서 이 영화를 볼 거면 진짜 후회하실겁니다.",0
6590322,진짜재미없음. 실망했어요.,0
2719255,평점매기는것 자체가 무의미하다,0
4445445,천안함땜에 못본 개콘을 여기서 보네^^,0
8200369,다 1점주길래 나도 1점이다 에라 받아랏,0
8208286,마이너리티 리포트랑 똑같은데? 이거 볼 바에 그거 다시 보겠음,0
6845433,참나 가관이네 18..미국 젊은 여자들 진짜 다들 뭐 같이 생겨 가지고 피자나 고기만 쳐 먹으면 얼굴들이 저리되나 ..OO 거지 같은것들 가슴 노출하고 재미도 없고 스릴도 없는 아주 3류 쓰레기 영화,0
8310889,작가와 연출가가 듀엣으로 멍청한 탓에 스트레스 유발하는 한심한 드라마.법률에 관한 사회 일반상식이 초등 수준도 않되는 제작진은 전파낭비의 주범입니다.,0
9662652,잠안올때 딱좋은 영화!!,0
9929581,"증오만 가득찬 주인공들, 연출의 난해함 어렵고 불편했다",0
6325439,보지마세요~,0
7203099,역시 일본사람이구나 ㅋㅋ 어이 없어서 웃었다,0
310589,그져 그런 또하나의 버전일뿐,0
6812532,킬링타임도 안되는 쓰레기허접영화,0
9576188,답답한 경찰들의 수사력 + 지혼자 나대고 생각보단 행동이 앞서는 주인공 + 억지설정 = 긴장되기 보다는 답답해 빡치는 영화,0
8694985,형이 한마디로 정의 한다. 졸다 일어나서 십점주고 허세떨기 좋은영화 와 그 감독작,0
8146917,태어나서본영화중에서 제일제미없는영화,0
5403222,영화 자체는 멋졌지만 딴 여자 좋을 일만 한 리즈가 미치도록 불쌍하다..,0
8107909,너무한 허접함에 놀랐다.,0
1594278,내 인생 28년 역사상 최악의 공포영화.. 경고합니다..보지마세요,0
9587922,이청아 사까시 장면 안나와서 1점,0
6818824,스테덤만 믿고봤는데 최근에 본 영화중 최악의 수준이다와....정말 이렇게 재미없고 찝찝한 영화는 첨이다,0
2421537,짜집기물의 재짜집기영화. 이소룡이 이영화를 봤으면 대통곡 했을듯.,0
5283443,"""시사회로봤음. 보고나오면서든생각 """"추석쯤티비에서볼수있겠구나"""" 그리고예상적중ㄱ-""",0
5541941,"공포영화인줄 알고 봤더니, 썰렁한 코미디",0
7965825,이런 기계가 있다는 존경할 만한 상상력외에는 영화를 끌어가는 모든것이 개판임,0
4587964,조 나오는영화는 거의다 졸립다..그래도 본다는...,0
8625220,류승룡 힘 이빠이 들어갔네. 나 악역 연기해요~~`,0
4048481,평점 4.13도 많은 편이다..,0
6824973,"짱꼴라들은 중화사상만 버리면 좋은영화가 쏟아져 나올텐데, 중국영화는 100년 멀었어 이딴건 그만 만들자",0
183151,"정소동,스티븐시걸...예전의 그들이 그립다",0
9976970,아 더빙.. 진짜 짜증나네요 목소리,0
9439883,빨갱이영화 레알;;;,0
10189487,처음부터 끝까지 채팅방만 보여주는데 너무 지루하다. 원래 공간이 한정돼있으면 내용이 그만큼 재밌어야 하는데 전혀. 공포는 단 0.1퍼센트도 느껴지지 않음 다큐멘터리 보는 줄,0
265671,"원작소설은 재밌게 봤는데, 영화의 주연배우들이 너무 아니다.",0
9336592,감독 어떻게 저런괴물을만들수가있지?? 저런괴물들을보면 싸이코패스가 생각나내 싸이코패스가그리는 괴물그림이랑 더씽에 나오는괴물그림이 너무 흡사하다.,0
10014473,양심없이 영화도 만들었다.,0
8019354,내용 떠나서 제작진 해명이나 대응조차도 수준낮던데 뭐,0
8618572,이걸 영화라고 찍으셨나? 이러니 한국영화가 욕 먹지...에혀,0
6613887,3류 오브 3류 스릴러. 보는 내내 콧방귀만 나온다.,0
8042069,돈주고 이런거 만들고 싶나?영화제작 관계자들 모니터안하나?,0
5845216,"제대로 속은 영화, 나비효과와 소스코드를 맛없게 섞어놓은 05년 작품",0
8055528,양동근 논바닥에 꽂혀있는 장면.. ㅋㅋㅋ,0
9134554,목 돌아가는 장면은 정말 최악...,0
4305445,내생의 최악의 영화 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
5939332,ㅋㅋㅋㅋ존나 웃긴다 ㅋㅋㅋㅋ 그냥 밴드명 레볼루션 하지 OOOㅋㅋㅋㅋㅋ,0
5779334,의상도 호러수준이며 조영은 또 누구입니까? 적벽대전이 이거보다 훨씬재밌다. 쓰레기같은영화,0
2101605,bad,0
9917526,세상 이치가 참 유감스러워,0
6711279,그래도 양심은 있었는지 쿵푸래빗은 아니라 다행;,0
5733833,"영화 진짜 더럽다,, 이거 보면 기분 OO같아진다..레알",0
9978398,나는 열린영화에 관대한편인데 이영화는 도를 넘었다.관객을찝찝하게만들고 머리아프게만든거라면 이영화 대성공이다. 하지만 이거 이해하고 호평내린거라면 그사람 확실히 정신병자거나 허세라고 확신한다. 1점주고싶지만 이런 체험처음이기에 3점준다,0
4435837,무서운 영화를 너무 의식한 나머지 과장된 오바로 영화를 다 망쳐놨음...,0
10258506,담배나사필걸...감독때문에 기대하고봤는데... 이건머? 공포아님.잘르는 그냥 미스테리정도임.다양성영화인듯. 레즈영화맞음.,0
7656950,총은 장식용 총이나?아님 부인이 공범중이던가,0
8211713,역시 드라마봤는데 막장하고 불륜드라마,0
936761,도움이구운다...............,0
3512492,누가 이영화를 유쾌하다 그랬나??? 정말 재미없다,0
7860615,함량미달,0
9712212,"뭔가 있어보이게 만들려고는 했는데, 이야기 전개나 연출이 너무 허접스러워서 지루하고 재미가 없다",0
6319743,법정 스님 존경하지만 이게 뭔 영화냐.. ;;,0
6781332,알수없게 혼란만 주네. 포스터 느낌이랑 너무 다르다...,0
9123839,꽝!흔한 설정의미없는 대사허접한 전개빡 도는 허무하게 내용없는 결말!내용없는 결말잔인한 살인마의 너무 간단한 죽음!결말총체적 꽝,0
9129138,별로다 내용과 연출도 어설프고 오드리도 그닥 이쁘게 나오지도 않음..별반 감동도 느껴지지 않음.,0
9974372,너무너무 재미없다;;;; 시간아깝지만 한시간 넘게 본게 아까워 끝까지 보긴봤음.ㅠㅠ,0
9230076,아무도 철 없는 아들의 방탕함과 문란함 무능함에 대해서 문제 삼지 않는다.,0
3506731,흥미로운 설정이지만..,0
5305340,드라마를 보고 봐서 그런지 영..,0
8748449,무서워서 보지 못 하겠다,0
9810838,이 80년대 스타일의 허세 가득한 영화를 도대체 왜 만들었을까?,0
8683852,더봐야 알겠지만.. 이즈미 노아가 단발로 나온것 부터가 에러 ㅡㅡ;,0
8103236,중국애랑 애비랑 춤추는거보고 영화 그만봤다..,0
391810,머이딴게..@#$@#!,0
8065751,반대로 남자가 운명 타령하며 파혼하는게 멋있는가,0
10243941,노답 저살인마 한명 못죽이나,0
6569664,무슨 약 하셨어요?,0
10141551,고준희님이 다시보기를 권장하지 않습니다,0
8046436,"좋은 소재의 영화를 감독이 망쳤고, 발음도 입안에서 웅얼거려서 잘 이해 못했어요.",0
7461669,진짜 막장의 끝을 보여주네요. 와 이제 좀 일이 풀리나 싶었는데 임신이나니 진짜 보는내내 스트레스.. 최선정 연기보면 더 짜증나고.. 작가님 아무리 막장드라마가 인기라 하지만 보는사람 생각좀 하세요,0
5150160,뻔한 코메디물의 뻔한 재미.,0
9402347,불륜을 미화하는 쓰레기같은 영화. 심지어 재미도 없다,0
9971398,"살다살다 이렇게 헛웃음만 나오고 긴장감 없는 영화는,,1편을 3번 봤고 재밌게 봤었는데 이건뭐,,? 더이상 왜 rec인지도 모를 제목과 흐지부지하게 진행되는 스토리 정말 짜증나는 엑스트라들 말투 그리고 호구같은 연구원들 한가지 장점은 여주가 이쁘다",0
7935250,무리한 설정은 영화니까! 지나친 감상주의는 일본영화니까!! 하지만 긴 상영시간은 용서가 안된다!!!,0
7861447,노래는 아이돌이 연기도 아이돌이 예능도 아이돌이나 개그맨이 더빙도 아이돌이나 개그맨이,0
5475436,존나답이없다 알바놈들아,0
8776051,"개억지 스토리 노상방뇨에 구속협박하고 총겨누고, 아니면 감독이 정의의사도? 역시 우리나라 경찰은 국민의 지팡이가아니라 국가의 쓰래기 라는 것을 알리고 싶었던 것이 아닌가 싶다. 생각은 했었지만.. 영화를 통해 다시 깨달았다 경,검은 국가의 쓰래기다.",0
1987652,그냥 별로...,0
9042928,결국엔 짜증을 유발하다.,0
473208,죵나 유치...,0
3067031,"원작에 한참 못미치는 쓰레기 영화,, 19세로 만들던가 ㅎㅎ",0
9980834,아이씨... 내 귀중한 시간,0
5398180,숨막히는 수사는 없다. 소재에 비해 영화가 영 매력없다. 2시간을 낭비한 기분.,0
7320310,처음엔 진짜 재밌고 스릴있고 먼가 괜찮다 싶었는데..마지막에 왠....씁쓸하다....쩝...,0
7870994,헐리우드가 성룡을 망쳐놨네유. 드릅게 재미없네유.,0
4297433,OOO기 재미도없고 ;; 걍 봉태규얼굴만 생각나는영화 헐 평점 6.5;;;;;;;;;,0
10063079,"이 평화롭던 시대, 돈이 넘치던 충무로의 돈낭비 헛발질들이여.",0
864035,"그들만의 영화,난 별로",0
6720716,재밌어요,0
9610614,그냥 재밌기만한영화 그이상 그이하도 아닌,0
9231975,멘붕이다 살려줘 하하하하,0
1772105,이런거 정말싫어,0
4843423,우마서먼에게 재난이 닥친 영화.,0
5421300,니들은 얼마나 갈지 두고보자. (콜린퍼스 팬이라면 흥분주의),0
9288132,"절대 속지마셈, 개재미없음~",0
6932653,김산호씨 표정연기 너무 정해져 있어요 놀란표정은 눈 동그랗게 뜨는거 말고는 없나요 ??연기연습좀하세요 ~,0
7650424,이런것도 영화냐 참...,0
5472064,그다지...,0
9956052,무서움아아평점적으려고들어오면안됐어,0
8059309,"진실된 평가 : 이거 보려고 종로3가 낙원상가4층 서울아트 시네마에서 영화 보고 , 바로 부천까지 급행타고 가서 롯데시네마 부천역 앞에서 봤는데 그냥 토렌트로, 보는 것이 당신을 위한 길입니다.",0
6993169,상영관이 없다,0
6836356,연출 최악 이걸 왜 보는지 모를정도 이다,0
6969333,결혼한뇬이 벌렁벌렁해서 부정저지를까하고 꼬리비스무리하게처서 남자흥분시켜놓고 언감생심 남자죽여놓고 용서받고 주인공이라니..보는내내 열받고찝찝했음..천장안무너졌음 그남자랑했을뇬이 마지막에 지 남편에안기는 꼴이라니 감독저질,0
3063235,이제 제발 이런 뻔한 액션물은 그만 나왔으면 좋겠다.,0
5772599,정말 OO 발연기ㅋㅋcg최악임ㅋㅋㅋOOO,0
6135342,골1은 감동으로 해놓고 2는 레알한테 돈받고 레알만을 위한 영화를 만들었다. 쓰레기,0
7049232,"필요도 없는 장면에서 계속 인피니트 L을 끼워넣는 이유는 뭔가? 몇분이상 등장시키기로 소속사와 계약이라도 맺었나? 폼만잡는 0점짜리 마네킹 연기 엘 때문에 볼 맛이 계속 떨어지더라. 스트로베리나이트, 히토리시즈카와 같은 원작자인데 수준이 이리 떨어지나",0
5541590,몇장면만 좋았다..나머지는 초딩수준...,0
8827734,야이. . 쓰레기같은영화 그냥 야동을보겠다 캐스팅은 역활에맞게잘한거같은데 내용이 어휴. .,0
3919066,키아누만 빠졌으면 참고 볼 수 있을 수준이다.,0
8233285,짝좀 맞춰줘봐여 어떻게 항상 남자는 많고 여자는 적어 ㅋㅋㅋ,0
10255834,그냥 매드맥스 찍고 난후 편~~히 쉬면서 촬영한느낌.. 드럽게 재미없고 지루합니다. 드라마느낌의 제작비용도 전혀 안든분위기.. 홀트는 뭐야 대체..,0
7121328,1점도 아까움ㅋㅋ 사람들 중간에 다들 나가고 ㅋㅋㅋ 아마 여태껏 봐왔던 영화중 최악이였다 이보다 더한 영화가 있을까 ^.^,0
9828911,독립영화를 말아먹은 희대의 똥영화 다큐라면서 음모론만 다룬 똥이라 솔직히 1점 주기도 아깝다,0
8643806,허무맹랑한 이야기에 엄청난 돈을 쏟아붓고 유명배우들이 출연하는 중국 영화들은 정말이지 이해불가.,0
8356866,일단 재미 없다 작품성도 그닥,0
7130919,"보통 케케묵었지만, 가끔 웃기고 꽤 귀여운 영화.",0
10269169,지루함을 이겨내고 기다린 결말치곤 나를 찾아줘 만큼의 강한 인상은 없다!,0
9985296,써니를 이어가는 휴먼감도 코미디? 헐.,0
7685548,걍..,0
133175,재미있지도 공포스럽지도 않다 어정쩡한공포,0
3604409,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ쩔어........,0
8322697,보다가중간에 껐습니다. 진짜나참 ㅡㅡ,0
6075464,보는 관객은 슬픈데 배우는 기쁘고 즐거운 모양이다.,0
8032251,더 이상 자세한 설명은 생략한다.,0
8296881,역사상 가장 치열하지 않은 전투인듯;;;,0
5645192,진짜 귀여운데.. 쓰레기,0
8728393,"그 특별한 장화홍련을, 흔하디흔한 C급 하이틴 심리스릴러로 바꿔버렸다. 동양과 서양의 감성 차이의 거대한 벽마저 느껴진다. 제발 니들은 한국이건 일본이건 태국이건 동양영화는 리메이크하지 말아줘",0
10246570,이상한영화신고안하고아무리영화라도그렇지볼때ㅈㄴ답답,0
7079194,"원작을 모독하는 노랑머리의 출현,,,거기까지 모자라 맹인이 아닌걸로 나오는데 역겹다",0
8561696,어디부터 이 영화를 까야 할지 모르겠다.. 아니 기본적으로 얼굴 다보이는 가면 걸쳤다고 사람으 못알아보는게 말이됨?ㅋㅋ,0
9086471,뭐 이런 쓰레기 같은 영화가 다있나,0
8772216,av배우로 요즘 머 찍었나 궁금해서 보긴 했는데..,0
6317850,이해되지 않는 발리우드의 한 부류. 코믹액션.,0
9176872,유치한 전개와 어색한 연기가 발군이다.,0
8042768,무언가 심심한 영화..공포영화 라기보단 미스터리 스릴러 같은데..개인적으로 그 동안 이런 장르의 영화에서 봐왔던 너무 흔하디 흔한 내용전개와 결말이 아쉽내요..그래도 평점 스포는 삼가합시다!!,0
3833220,잼XX,0
8361444,굳이 검사로 설정해야 했을까.,0
9460480,알바들 쩝니다 점수ㅋㅋ,0
3157473,아오 티비판 믿고 봣다간 완전 개낭패다 완전 최악이야,0
657929,아무렇게나 막나가는 철없고 방향없는 영화,0
10236254,유승준이 출연했다는 사실만으로 이 영화는 쓰레기,0
9993686,"""카시야스 """"진짜어릴때라그런지엄마랑5번은본거같네요..재밌게봤습니다 """" <= 나중에 어머니께 진짜 효도하셔야 겠어요...""",0
9757050,아..놔.. 이노무 ㅁ ㅓㅇㅁ ㅓㅇ 초딩들 댓글에 속아가지거.. 난 무슨 반전이라도 있는줄알고 졸린거 참아가매 끝까지 봤는데 끝까지 초딩영화 . 아니 만화.. 아..놔..내 왠만하면 이런글 안올리는데 분해서 올리고 간다.,0
6714857,"보는 내내 왜 만들었을까....하는 생각만. 여행사에서 그냥 협찬해줘서 찍은건가,,,,",0
2743576,정말 졸린 영화,0
7555786,"ㅋㅋㅋ 산 넘어 산, 또 산 넘어 산...ㅋㅋㅋ ㅉㅉㅉ...",0
9020134,영화보고 1점줘보긴첨이네,0
8016948,"평점주기도 아까운 영화..개인적으로,액션영화라지만. 나오는 액션은 손에 꼽힐정도고, 예고편에서 나오는 액션이 그게 전부다다..이제까지 영화보면서 이렇게 리뷰쓰는건 처음이다. 다른사람도 이영화를 보면알겠지만.. 보고난후에 나와 같은 마음일것이다.",0
4082418,헉 . . . 나왔는지도 몰랐어. . . 존재감 없는 영화,0
1877805,한국식 우웨볼 감독이네..,0
5908859,깊이도 없고 참신함도 없다.,0
9678396,취향이 지저분한 감독의 3류 쓰레기 영화.,0
8774950,낚였다... 티 프리미엄ㅠ,0
9778545,비폭력과 폭력 사이의 딜레마.. 메세지는 남겠지만 영화로서는 그다지 기억에 남진 않을 듯..,0
8459871,"연애가하고싶어지지도,여행이가고싶어지지도않는영화",0
3383365,어디서 뭘 느껴야 하는지... 찾을수가 없다,0
10076918,쓰레기영화 성질나는영화 이연희 연기존나못한다.,0
9932464,그냥 산만한 영화. 그냥 딴 거 봐라,0
7952630,폐지해라.... 이봉원 안면함몰에 망막 손상까지...재미는 어느정도 있지만 출연자의 안전이 최우선이지 좋아요.,0
6775058,오글오글 유치하고 먼 옛날 영화인가..연기력도..하..,0
